RPM,Engine_Temperature_C,Speed_kmph,Battery_SOC_%,Battery_SOH_%,Battery_Temperature_C,Engine_Overheat,Overspeed,High_RPM,Battery_Critical,Fault
1255,102.49767692785576,6,78.77037620256903,96.52859116622524,34.85403758604234,False,False,False,False,0
6211,60.0,25,69.63760544353688,92.8002714819292,31.53504119296299,False,False,True,False,1
2095,100.7647801447966,31,53.30953910189224,96.3852960242923,34.32739786958538,False,False,False,False,0
2006,82.15937585054381,117,70.88025608097212,92.65868131500908,40.760174963682346,False,False,False,False,0
4003,94.61588887666252,122,58.76073335414701,92.72129169869596,38.28309641747597,False,True,False,False,1
5627,88.39912857949139,144,86.59146625088692,100.0,31.548910162774423,False,True,False,False,1
5987,62.6847927696209,12,84.34739028698331,96.10989509658214,43.55801293122368,False,False,False,False,0
6644,82.5402389501658,134,78.01563632803624,100.0,33.976425440322394,False,True,True,False,1
951,86.84421242459852,171,100.0,95.20759606171896,24.179821814464376,False,True,False,False,1
943,92.66117886325168,99,76.36046109604982,100.0,34.49150544993228,False,False,False,False,0
4674,94.33155471676687,159,62.77261689318807,92.198492201908,33.95637593707273,False,True,False,False,1
2916,88.65676854809246,72,79.08507835845164,90.05234988730501,25.496054834484816,False,False,False,False,0
1465,81.25987730765279,102,57.04601486281263,96.78313484755942,39.1489927783397,False,False,False,False,0
5564,77.43784753861382,93,73.85795878265563,95.10926054594384,31.589959830115543,False,False,False,False,0
2059,75.14327160281891,167,84.3530501977595,90.6644831159294,34.62926148716064,False,True,False,False,1
5756,88.58354526817801,109,63.11538880489583,100.0,36.4213385291397,False,False,False,False,0
4059,93.4533534788008,138,80.27331440816297,84.64334894894117,43.23212489471668,False,True,False,False,1
791,100.99350115499136,134,92.3416824248985,93.42250307602926,40.4236028210152,False,True,False,False,1
5545,84.63501401630931,167,96.05434229376566,98.660713651113,34.03216737743156,False,True,False,False,1
5125,91.22880495160884,157,63.52035434121203,100.0,31.20817772718022,False,True,False,False,1
2812,78.90185378499193,133,56.98588402323129,96.38916595356469,31.8189319597392,False,True,False,False,1
3336,68.44403869247692,79,87.8195403696169,93.15745271118384,31.767103459499417,False,False,False,False,0
5263,103.91369378699324,24,100.0,81.59568704300598,47.53757905804069,False,False,False,False,0
4119,101.71037136570686,138,81.9369199231996,96.76094626520104,26.673022390447088,False,True,False,False,1
6944,103.2007124803601,58,74.48438863220248,98.15279193307713,35.80679109507633,False,False,True,False,1
1512,100.53966383958708,39,83.11224886847619,90.94432789464064,38.22660064596848,False,False,False,False,0
5409,83.0176446269768,29,58.384357358397146,93.10117524239764,33.42088583399181,False,False,False,False,0
4848,87.63590737372476,85,78.82135891200723,96.29373688242931,39.73946664285764,False,False,False,False,0
6993,82.59118255783156,120,97.238241034331,100.0,34.05529046778412,False,False,True,False,1
2296,77.45782918424803,164,100.0,93.27889255235156,36.58660306485146,False,True,False,False,1
5500,98.47374391162272,74,63.89295695436641,93.91642365964918,41.74993198302664,False,False,False,False,0
5935,94.63565678571968,62,84.64980039050073,95.20832123346368,40.24083053336425,False,False,False,False,0
5240,93.96789344695422,133,70.60017385268979,95.3100823942334,38.40747135096241,False,True,False,False,1
4118,100.58015973998886,40,100.0,90.80834734203523,46.29195455251365,False,False,False,False,0
5604,96.02342046378268,133,55.41234021457666,94.98373923974376,31.318131854440377,False,True,False,False,1
2350,112.5318408942315,23,100.0,90.46129108553062,45.70503216441652,True,False,False,False,1
4675,76.9391187841329,199,99.36178579875305,99.8552130831412,41.59843136155584,False,True,False,False,1
1928,79.5151311700518,63,55.953475238714255,94.70822401840238,28.824022117057982,False,False,False,False,0
4044,81.51160237330845,120,100.0,93.92694198748272,37.05470679604041,False,False,False,False,0
716,84.72984080217375,36,58.66745577306589,99.83428511120928,30.376820013534783,False,False,False,False,0
5860,81.756902079467,129,100.0,100.0,34.95472309877364,False,True,False,False,1
4277,79.45435340899434,176,68.51376681693318,97.04594976601012,36.95473561733459,False,True,False,False,1
1981,95.42421104966924,3,100.0,96.28795279980255,30.263214649281995,False,False,False,False,0
2689,96.69997965933828,114,89.59944514860707,92.79028834086223,39.19974936688299,False,False,False,False,0
701,108.35476104429172,180,87.81400402911521,90.80027288893162,30.49465991721464,False,True,False,False,1
2778,82.38208806381431,73,77.38810079124787,94.8589432217742,36.76349890118267,False,False,False,False,0
4091,93.01237697734354,83,99.30666067179146,91.21698683640965,38.02426480300977,False,False,False,False,0
6795,96.37327424306336,177,93.23884302921284,93.73696590057628,33.211573573442244,False,True,True,False,1
1182,94.57983761305871,146,70.10934059372994,88.2784778869254,32.82904466756692,False,True,False,False,1
6773,108.23343535841,88,65.69346064690114,96.42776841092386,39.70217975183203,False,False,True,False,1
1122,83.93451200914254,170,49.95523512014062,94.8514238527244,33.36043387547595,False,True,False,False,1
4713,76.09085143057368,0,79.06692160696774,98.2180301636336,41.44834013768097,False,False,False,False,0
6804,78.65476888807335,140,84.40755717559851,90.650589462673,39.42929590582137,False,True,True,False,1
3948,95.06898356872522,92,63.35878849567777,96.20761105743998,23.38531112685284,False,False,False,False,0
1758,74.8524710982956,36,64.31715260734714,94.9859857002809,36.30851476416485,False,False,False,False,0
846,89.06911092875306,152,73.74420543742214,88.86369696484215,27.552946574512703,False,True,False,False,1
6377,113.55955012533556,136,100.0,89.33539586298004,38.20472689701458,True,True,True,False,1
2543,87.707766663697,22,76.91913663206117,100.0,35.52219572945798,False,False,False,False,0
3139,103.35312257046192,10,71.71423164178682,100.0,38.4055762317969,False,False,False,False,0
1960,71.4362922734997,90,100.0,93.04314938977468,31.932951190733995,False,False,False,False,0
2697,88.80158876729807,190,76.3082821296976,92.98311206083967,35.21036883840538,False,True,False,False,1
3990,81.70893797814843,105,100.0,100.0,31.282395955257407,False,False,False,False,0
1398,93.53586993079811,162,63.53923256164512,92.41133175409976,31.56171567777124,False,True,False,False,1
1379,88.01277457989175,9,100.0,92.72851095227138,40.04075902926677,False,False,False,False,0
1272,96.5403436789973,180,92.16888053341684,89.68462296907038,34.713221318926884,False,True,False,False,1
1187,91.68290860791416,100,72.2790599282895,96.909560590266,31.891118432205037,False,False,False,False,0
6290,105.6613996153382,148,100.0,100.0,23.965521334536408,False,True,True,False,1
3151,102.06419241522822,121,90.6881678455574,92.8216954636233,35.142935759729355,False,True,False,False,1
3070,91.61868565677172,24,71.5843075126749,99.4147007840388,33.578113230481975,False,False,False,False,0
6747,89.52783106389369,58,50.43004653229097,80.74257413010102,31.72176548065329,False,False,True,False,1
648,97.1050138911152,91,64.0338982031393,89.52395880965493,36.35669061084316,False,False,False,False,0
2622,87.38404681670248,59,100.0,95.06844361737431,30.741474435919194,False,False,False,False,0
1076,86.55334447274356,117,92.93978618514922,95.41637990190088,35.840566467111906,False,False,False,False,0
5555,85.65526854600367,128,100.0,97.453253741715,37.25116832342182,False,True,False,False,1
673,98.93224573315284,46,100.0,93.67414151698448,35.80968324223132,False,False,False,False,0
834,83.2140536257986,41,72.41865913398289,94.47157087161364,35.60483070272221,False,False,False,False,0
2710,113.02586854228922,42,74.94789008867254,100.0,38.284783239494224,True,False,False,False,1
1243,98.20192951452462,107,92.92806600631336,98.04179869281629,32.01232996264823,False,False,False,False,0
3700,80.88434142214321,96,88.55422783978773,85.27681033365182,41.03704000954035,False,False,False,False,0
2954,82.01085237490615,135,63.40692842424154,96.22182313925866,32.60058140911537,False,True,False,False,1
3855,97.62030257446877,198,65.92905429762835,97.90641006480026,34.48407185698945,False,True,False,False,1
5566,77.15706142826872,40,82.54257825228089,100.0,43.07662651375111,False,False,False,False,0
1798,94.6934301457753,20,79.25237799410198,92.0516847945994,36.258974671929714,False,False,False,False,0
4704,99.99271074156484,70,81.50171880068399,95.07555200240024,34.08889721765188,False,False,False,False,0
624,93.49371388680996,17,90.76402119821928,95.32711015457848,36.9550765358218,False,False,False,False,0
4531,97.51535054444304,181,83.05978269744904,91.33927150726991,36.84031598029718,False,True,False,False,1
858,77.02715165060634,98,100.0,97.75979056476102,39.91952151610282,False,False,False,False,0
6118,93.82192538512764,90,72.64925519144852,91.6382902432426,38.60580168390837,False,False,True,False,1
1769,72.32776302513221,189,62.30212600373062,97.07000459189284,30.14282906331881,False,True,False,False,1
5716,93.92998521310564,195,89.7019361915604,86.2165572096107,30.15133977795213,False,True,False,False,1
971,102.27889436613977,87,79.52073113564391,96.31391867202984,42.42259369483983,False,False,False,False,0
2058,81.65633524235291,130,60.475314793371126,89.98191625521777,38.090905378012,False,True,False,False,1
3814,92.0556760009618,99,68.17277242443677,89.048901400082,33.85319340805499,False,False,False,False,0
1753,95.98560426516948,74,72.76012969936946,100.0,31.26676219084352,False,False,False,False,0
2984,92.5770797396316,69,78.88473920327621,88.44821914337524,39.68577421582674,False,False,False,False,0
5582,77.17394700362343,140,82.6241631525349,87.585125279281,30.12495035077155,False,True,False,False,1
2544,93.5352266641738,138,79.40767374760512,96.39603285255384,40.75415713439078,False,True,False,False,1
3048,92.14129914687678,53,50.71833315284648,100.0,30.677608096211134,False,False,False,False,0
5398,89.59998320327408,144,74.22986253336525,95.23775034169589,37.45777348785099,False,True,False,False,1
4273,90.65022736305008,9,91.11228080436906,100.0,34.237299866122704,False,False,False,False,0
6304,93.68283629288052,96,76.03259716977855,98.95510681474754,47.32602447424508,False,False,True,False,1
3284,94.0826020618178,96,100.0,93.84587939185394,35.72930064053903,False,False,False,False,0
6983,95.24211269855816,61,63.11324685179672,93.83074964919945,42.98602677388613,False,False,True,False,1
4458,87.88807566240064,24,81.19997987600708,93.9851603308694,31.662034349966696,False,False,False,False,0
2279,85.01305845715444,140,66.1257212314888,100.0,43.16441590664913,False,True,False,False,1
6606,97.80793436439016,145,100.0,88.91718772262561,35.2578132415629,False,True,True,False,1
5365,99.98228585459076,186,93.36826043250808,86.64423668250127,39.06751107613524,False,True,False,False,1
969,83.96104974384178,47,71.98982782612653,94.04785598073482,37.3457459985431,False,False,False,False,0
2868,78.85844502911102,134,100.0,92.2973242685909,26.706924438660543,False,True,False,False,1
5875,85.32077786766122,49,82.83896529895348,96.26669299976862,35.349905930330095,False,False,False,False,0
4395,76.95599811941543,182,88.77152118131492,97.4258346767321,37.95245622684439,False,True,False,False,1
3881,81.46561117876362,177,62.80894085637023,98.0766717738793,31.935141437156165,False,True,False,False,1
6750,86.88212905461549,121,96.89776038120564,91.12611061396356,34.995817140037325,False,True,True,False,1
5231,101.09622389235705,9,82.26045687942825,91.49778819500524,32.41663251010382,False,False,False,False,0
1648,76.3266636470191,107,100.0,100.0,26.71032604978821,False,False,False,False,0
1156,90.45634477287275,96,100.0,87.21316680883628,42.06233364823439,False,False,False,False,0
6239,99.40400128513755,40,82.33163772713996,92.71864767005786,28.4470381243674,False,False,True,False,1
6958,85.78442405866545,69,70.38494579140061,90.3673022086486,30.38182417198041,False,False,True,False,1
1916,78.6267785266208,157,100.0,92.0296536709293,36.02958022786653,False,True,False,False,1
6902,86.600354607619,57,80.84442204266476,95.70342556165252,39.45642927191852,False,False,True,False,1
3744,81.32389798600792,190,56.69768145930475,98.22437266435853,33.9837096675537,False,True,False,False,1
6017,95.88414962546656,148,91.29337535688192,100.0,36.42456047106273,False,True,True,False,1
2751,96.03087730691033,3,86.16287171127178,98.69783009596917,32.31007678212564,False,False,False,False,0
3056,87.14048041490392,98,76.59256696744272,90.67731204184172,36.605760988971085,False,False,False,False,0
2652,88.33333995327936,118,89.12748696952384,94.65769659901775,31.811974468436237,False,False,False,False,0
5794,93.62144170925322,149,73.0410136533862,97.1314318883359,26.525249624475265,False,True,False,False,1
1979,88.95294673773004,62,74.34097224314141,93.37165441925303,36.6359895314514,False,False,False,False,0
3314,93.78804285611729,52,85.20114703443974,96.56463445741376,27.70073759941736,False,False,False,False,0
5431,92.8717290071776,33,93.79594611217408,94.8432279420856,40.578777453743314,False,False,False,False,0
1038,100.9360194350329,198,77.01960164570494,100.0,43.593497251835096,False,True,False,False,1
4916,95.67567610257574,104,48.34606034175304,99.05040325619534,29.011399532358038,False,False,False,False,0
4607,75.16011347277245,161,69.03447324564301,100.0,37.96488157930506,False,True,False,False,1
4412,84.52571106394215,18,86.30925745234954,97.75882440033556,32.93257634412096,False,False,False,False,0
5222,79.0300021101049,195,87.67764017117935,94.44219693554948,40.42194855948229,False,True,False,False,1
1309,61.75821208636326,52,92.94628496025288,88.7107311002732,44.301751421848365,False,False,False,False,0
4999,97.85055917268258,186,61.973641555964846,96.837742339034,40.90595994036247,False,True,False,False,1
836,100.015191467503,197,88.83090016171282,93.27481113890072,35.477417951274994,False,True,False,False,1
2009,93.33425629432708,107,100.0,89.78161860341898,37.8995599155332,False,False,False,False,0
5848,80.48615792273198,97,90.02264663281917,98.4396354704638,34.71647348701623,False,False,False,False,0
1726,85.90833455223111,169,90.18617483941917,92.08478343384978,29.098958605922657,False,True,False,False,1
2732,93.8553575958138,21,64.77394818186605,89.84268739841583,29.874676867665578,False,False,False,False,0
6011,71.60528170368022,13,100.0,100.0,39.1285866114896,False,False,True,False,1
5417,83.05232483488639,197,69.74296336184193,92.99165939616503,38.00114781286601,False,True,False,False,1
6633,98.09243501000152,171,90.123819226176,96.92238985800212,34.475745198563715,False,True,True,False,1
3915,64.75272763990222,127,70.828645406379,90.4883070559804,31.94354129158429,False,True,False,False,1
1282,76.69112292894509,151,100.0,100.0,30.48224483770616,False,True,False,False,1
4711,92.48094833114476,148,63.82517308843136,100.0,36.07425293482015,False,True,False,False,1
6765,69.06883249579977,169,87.65280748688407,91.7137892545073,42.23002876059055,False,True,True,False,1
3417,92.83212275195524,139,100.0,91.582941662079,36.31137630252703,False,True,False,False,1
3772,86.31489276533144,28,65.07577019411922,91.03274233002648,44.77584682436451,False,False,False,False,0
2487,100.23233865467516,32,99.98137038249337,96.666748022709,28.509309926816726,False,False,False,False,0
2632,90.82475019472948,123,42.59593477658561,98.18304370590492,26.88763277474635,False,True,False,False,1
1702,103.89156882266668,187,68.48310600210993,92.01566637532646,40.18914631970782,False,True,False,False,1
5630,81.788850907354,149,78.71886423037907,94.46913178743324,37.81507990568854,False,True,False,False,1
1216,113.39942789034248,99,82.6190129809747,87.95857942547111,28.61361713045093,True,False,False,False,1
4170,80.15320664883805,139,92.51642770738924,84.14793727179907,32.3484503279261,False,True,False,False,1
4363,87.10642152681973,108,85.55732043972972,98.92736086332776,35.53430882138696,False,False,False,False,0
1355,96.0643850959661,62,63.19949851930066,100.0,33.576997853603416,False,False,False,False,0
5423,94.561980107291,77,75.23217724798494,91.3209835194314,27.181101241324363,False,False,False,False,0
3400,93.04470428165946,96,69.6296507027191,91.59891570475364,39.909571065566126,False,False,False,False,0
6209,87.29624534254312,109,80.33498578092785,87.52844907089295,31.14471418108053,False,False,True,False,1
2571,92.64608357669242,69,77.46117683302766,100.0,31.81004317056192,False,False,False,False,0
1385,82.88308189905209,163,71.28790232817688,97.07842617875984,40.54378153087804,False,True,False,False,1
4181,87.63831038116315,155,64.99521270889625,100.0,34.36457671127354,False,True,False,False,1
2857,91.79537917586572,118,60.764331990798574,100.0,29.04623280429126,False,False,False,False,0
2572,112.50692343448232,174,79.2515543073204,96.9714679862194,37.15790278754047,True,True,False,False,1
2886,82.65411587033671,11,75.6657918832438,96.17932134321548,33.57736428658927,False,False,False,False,0
6168,88.77293921698703,61,69.7962003210405,94.42045891222004,37.645007242958506,False,False,True,False,1
4719,72.7405191036429,46,70.27152442114695,99.528025276997,35.00448074416942,False,False,False,False,0
3054,79.42290248663672,113,67.56700094718715,95.0613490439616,36.39584613285432,False,False,False,False,0
1986,94.46705099015344,115,75.61327097616169,96.16746570359116,29.3936219150308,False,False,False,False,0
1470,88.25693064629685,71,32.11918763953256,97.38672900216702,30.684837978894947,False,False,False,False,0
5678,95.18446329274607,51,81.52707625976336,94.44880508830114,34.18659098321479,False,False,False,False,0
1424,82.75936594336821,112,100.0,99.85690401550411,41.44324600685181,False,False,False,False,0
3294,100.48457272052472,47,81.47891923983461,93.32457669482172,32.61457470615836,False,False,False,False,0
4417,85.73723149056372,40,100.0,95.28456068284736,32.039290063673874,False,False,False,False,0
5144,91.07108013439544,157,77.4268905291252,97.95800773052348,35.968205126638466,False,True,False,False,1
2839,79.80705480301202,64,80.11037615378078,96.50945038550896,35.26863577800353,False,False,False,False,0
1746,81.55449257331821,40,88.35603322779626,98.23485042220376,35.61442635644125,False,False,False,False,0
1827,91.77372147615644,95,98.85480630198138,93.34086915173752,34.19860820214784,False,False,False,False,0
1745,84.17756742852295,74,71.35176923089297,100.0,33.82993907079661,False,False,False,False,0
5615,107.67798390901056,175,75.18165941011047,95.6430537072694,33.03997205891807,False,True,False,False,1
4715,97.85101414692664,120,74.18985998698035,92.37482009099006,34.71415346825696,False,False,False,False,0
2139,94.26865169548954,135,71.36983506603602,96.13280795302047,37.63867146623276,False,True,False,False,1
999,89.86020923926273,199,55.43117448514465,95.7751288956146,29.99701806746161,False,True,False,False,1
3457,74.05612193577541,60,86.66019577586717,96.79970257929747,27.868938102036594,False,False,False,False,0
1464,81.3279250889321,75,100.0,97.14127925249817,30.730336654415908,False,False,False,False,0
2129,100.70555621366334,72,52.642260763896886,92.24591066992303,34.149241591529666,False,False,False,False,0
5322,104.6368933275304,135,64.8282212119783,100.0,34.949204301514094,False,True,False,False,1
3330,88.47950758744962,101,42.101240687950224,95.2338236972657,30.79590231260278,False,False,False,False,0
3201,82.4540191928453,129,68.04607473400944,91.8916027950065,28.43101309953028,False,True,False,False,1
5306,81.75231332997721,190,89.52832450901134,100.0,37.342516235921096,False,True,False,False,1
4381,104.1287967741063,116,76.880950545363,90.00992307909647,36.90281453506568,False,False,False,False,0
6838,77.45420141554393,151,74.77324870967195,95.98971017626548,36.69508547244735,False,True,True,False,1
1849,69.41043858207367,27,81.14763122029872,96.18460818502808,32.49026422776618,False,False,False,False,0
6878,101.5015068280617,3,64.59817944695257,100.0,35.632114653794645,False,False,True,False,1
5934,100.20767462624188,29,91.4968233990977,94.02128050961636,37.69868833862588,False,False,False,False,0
2652,93.510490638999,174,81.17977634785389,94.03361462747104,35.283854522403125,False,True,False,False,1
4799,89.89094432004786,155,80.80864412170187,100.0,33.98108871971838,False,True,False,False,1
3449,102.35665911961942,6,52.53852847567427,92.40625430013596,35.37320904472654,False,False,False,False,0
6502,83.84722083501048,52,62.32798194749427,89.25086778925588,32.621872287211886,False,False,True,False,1
6862,88.32126838013774,2,76.4060581027771,98.3562238773798,33.770364869514815,False,False,True,False,1
1922,73.56556657790598,163,76.71101333313852,100.0,36.6879716599401,False,True,False,False,1
5098,100.33877547422682,197,92.21412468259412,89.4291356638679,40.43825592490075,False,True,False,False,1
6033,95.1369739108096,42,95.38641386906976,96.9243592201517,29.26987310464148,False,False,True,False,1
4947,94.21279571540936,173,72.37012211961857,99.06752211253726,31.236739617315862,False,True,False,False,1
3603,80.1550704319747,144,95.60333379039224,91.82688342035792,40.28279585763326,False,True,False,False,1
933,89.37109026113737,127,81.9745561391741,100.0,32.06137313740406,False,True,False,False,1
1664,87.53820597892239,63,100.0,90.52067129450276,40.76914129814238,False,False,False,False,0
6740,99.14698725298793,154,100.0,100.0,33.36075328532404,False,True,True,False,1
1280,108.06535606982196,104,97.12451996406224,97.96277315931252,37.60861882703101,False,False,False,False,0
5032,80.32879335526009,4,83.80985907171397,97.21955509740874,36.81393717267907,False,False,False,False,0
4999,74.29302293451526,169,59.05023531224199,99.1065782274873,38.99656836049164,False,True,False,False,1
5679,82.32182068796395,93,58.08433689783668,89.67451687481439,38.40083282690773,False,False,False,False,0
2061,80.58610562338542,69,96.30353703538674,85.81594268179471,34.41567010966848,False,False,False,False,0
6056,86.65411026820627,87,75.19867103086715,97.83821109293062,33.83897629160761,False,False,True,False,1
4744,94.36335422636222,82,90.9679545667321,100.0,40.96453336193274,False,False,False,False,0
5147,107.22847743013574,18,66.602801277212,100.0,30.24470181674178,False,False,False,False,0
1330,86.11907022879006,70,77.2072437104537,82.49955731747269,38.89321833197436,False,False,False,False,0
1345,78.87054727722109,161,72.20329947663872,95.18454561288804,33.36204560883822,False,True,False,False,1
1063,79.7438451907676,194,96.6069132300265,95.0939952328556,32.724419051206034,False,True,False,False,1
4354,103.10477332389296,29,97.97619522841408,96.45585864538988,39.11175636019183,False,False,False,False,0
3632,60.66141160278265,26,93.6685387296558,87.04116326153786,42.5375288741671,False,False,False,False,0
2455,97.07977498751094,144,100.0,94.103119157424,44.1588927038858,False,True,False,False,1
3113,80.75453756817365,181,80.07063907296022,93.1551592353917,28.465586781446248,False,True,False,False,1
2558,95.99595046297972,82,89.96441200285194,86.3771452580659,35.94989830261413,False,False,False,False,0
1896,79.10103164655874,93,67.05579371584645,96.0501228613827,39.33048569259307,False,False,False,False,0
5258,60.0,81,90.0126107151658,85.55179527430583,28.55257738629394,False,False,False,False,0
4775,86.78961740227922,103,54.09847634011612,93.65830269450694,31.833580418784543,False,False,False,False,0
3516,86.48023571545372,80,93.76274881325122,94.03960012841137,38.94809162524568,False,False,False,False,0
2478,84.64079646922669,144,73.87060662988519,97.14365957857711,34.16927515940514,False,True,False,False,1
732,82.901995333673,179,73.52502482295121,97.51527589869978,35.842767857460174,False,True,False,False,1
4860,97.39835008407503,67,91.08866955973312,94.2936564802366,39.04379443584981,False,False,False,False,0
4284,87.11232437193547,167,98.90397247998467,100.0,31.80343777123851,False,True,False,False,1
6449,97.4316135748445,188,92.31584491335272,91.81115360373369,28.974457622036283,False,True,True,False,1
2269,88.82936545266345,12,97.86972134007088,100.0,31.398150235077907,False,False,False,False,0
1482,106.9411731687614,89,85.32191287152479,99.57109756571032,34.68566529029384,False,False,False,False,0
5063,75.9090447804114,17,78.87476407072089,94.65344569458954,29.089477985903585,False,False,False,False,0
6758,75.41698374835008,148,100.0,99.09274206975374,41.894971441418406,False,True,True,False,1
5001,79.3115660496006,103,81.60859167015394,100.0,33.89611781522559,False,False,False,False,0
1490,84.14908702861419,167,57.92070696175459,100.0,34.179457984993405,False,True,False,False,1
2930,93.14811467932267,110,96.20721547771116,98.64407164575074,36.22467631157128,False,False,False,False,0
5602,91.1575986864086,146,81.84552909153568,94.79083741009038,42.36531319149511,False,True,False,False,1
4755,74.70532638467677,113,77.69879440121721,97.37485547948496,33.68158233207209,False,False,False,False,0
1860,73.00655832416366,78,81.7535784401281,96.47187449903323,35.92966315772631,False,False,False,False,0
5221,90.757100516013,154,76.37857331237817,97.58814565787964,36.81782881208952,False,True,False,False,1
3300,74.69624617522712,146,66.65509192570178,98.6025093783934,35.50890233348976,False,True,False,False,1
864,94.93137605580452,17,87.65934511072494,99.39150808191296,33.57771740670697,False,False,False,False,0
5529,83.05559696553051,98,48.041379463091744,89.98735002099623,31.509529066828183,False,False,False,False,0
1287,90.16324236918508,194,85.25702543706385,100.0,38.53452246572787,False,True,False,False,1
3645,93.0977059911654,147,100.0,98.56038367877784,35.20675000701526,False,True,False,False,1
1910,100.41318598411225,159,91.19750996764644,88.90807387126245,31.46927879446087,False,True,False,False,1
1544,106.94631730934404,45,44.52800522638272,93.56823454801189,33.319381090807205,False,False,False,False,0
3530,84.92333400761594,36,96.16059860371072,90.74483839225152,46.3115271734838,False,False,False,False,0
2339,61.18802724327601,34,92.20183420006316,98.93707858236012,35.296689837201484,False,False,False,False,0
5062,80.12784930915196,196,97.79210313702066,96.9830445820345,39.82281207511023,False,True,False,False,1
6386,94.3878231383671,22,95.63698135969788,98.81631642871127,28.94625636290241,False,False,True,False,1
2917,89.75438883243217,98,50.88901690131571,91.3104293331065,41.56332021504085,False,False,False,False,0
5646,87.0033094044238,76,82.14941787476674,95.92085877266788,38.67712490110489,False,False,False,False,0
4772,84.77702419836879,150,78.99404650691602,93.898412577043,42.46975068475752,False,True,False,False,1
4229,81.64284753291795,99,71.70922994008751,91.44281257155932,32.621021429636706,False,False,False,False,0
5447,85.83882100509258,122,85.16968301462502,99.1127647961316,35.62158348720343,False,True,False,False,1
3526,90.44733415126564,160,95.60407405758998,100.0,31.88415755649225,False,True,False,False,1
2556,88.54234122267084,81,90.20930666475545,100.0,29.911402832696552,False,False,False,False,0
6462,101.68686051874876,122,92.80269875240482,89.89024779672148,37.21930973361299,False,True,True,False,1
2855,67.95601536215672,165,47.21607296116891,96.57447543135068,35.7212947816573,False,True,False,False,1
4658,78.93663896654635,50,89.10988764822247,99.39614033368086,39.4640347785887,False,False,False,False,0
5579,88.64111370820493,193,80.04969364445192,88.76334924484915,36.97161721601671,False,True,False,False,1
5757,97.08663123096318,58,65.37934353014404,93.52462036910217,34.13946945143521,False,False,False,False,0
3620,96.683457503749,155,100.0,85.81988316037955,33.24390601410689,False,True,False,False,1
5387,90.22580618336868,15,67.21219328016032,89.3797442684203,40.60387126367432,False,False,False,False,0
3869,95.17339240899688,41,72.43478953683471,91.25540343711796,33.866980979236466,False,False,False,False,0
